ml_asset_id,ebird_species_code,scientific_name,japanese_name,ml_rating,ml_rating_count,ml_location,ml_obs_date,ml_user,latitude,longitude,country,is_japan,catalog_number,priority_tier
636211411,tigshr1,Lanius tigrinus,チゴモズ,3.0,1,"五常湿地 (Wuchang Wetlands), Zhejiang, China",21 May 2025,Penghui Lou,30.2603,120.0249,China,False,ML636211411,P1
636211415,tigshr1,Lanius tigrinus,チゴモズ,4.0,1,"五常湿地 (Wuchang Wetlands), Zhejiang, China",21 May 2025,Penghui Lou,30.2603,120.0249,China,False,ML636211415,P1
636448472,tigshr1,Lanius tigrinus,チゴモズ,4.0,1,"서울--올림픽공원(Seoul--Olympic Park), Seoul, South Korea",25 May 2025,김 선우,37.5203,127.1204,South Korea,True,ML636448472,P1
637190188,tigshr1,Lanius tigrinus,チゴモズ,5.0,1,"秦山 (Qinshan Hill), Zhejiang, China",29 May 2025,Congyi Jiang,30.4342,120.9518,China,False,ML637190188,P1
639356140,tigshr1,Lanius tigrinus,チゴモズ,4.0,1,"용인자연휴양림(Yongin Recreational Forest), Gyeonggi-do, South Korea",25 Jul 2025,Anonymous,37.3149,127.2676,South Korea,True,ML639356140,P1
639935810,tigshr1,Lanius tigrinus,チゴモズ,3.0,2,"杭州植物园 (Hangzhou Botanical Garden), Zhejiang, China",20 Jul 2025,Jiahao Chen,30.2523,120.1197,China,False,ML639935810,P1
642800287,tigshr1,Lanius tigrinus,チゴモズ,3.0,1,"山东省蓬莱师范学校-小竹林, Shandong, China",2 Oct 2025,q a,37.822,120.7504,China,False,ML642800287,P1
649663481,tigshr1,Lanius tigrinus,チゴモズ,0.0,0,"Singapore Botanic Gardens Eco Lake, Singapore, Singapore",26 Jan 2026,Lor. Jerun Kid,1.3213,103.8165,Singapore,False,ML649663481,P1
649689640,tigshr1,Lanius tigrinus,チゴモズ,0.0,0,"Singapore Botanic Gardens Eco Lake, Singapore, Singapore",26 Jan 2026,Chien N Lee,1.3213,103.8165,Singapore,False,ML649689640,P1
73618,tigshr1,Lanius tigrinus,チゴモズ,4.571428571428571,7,"Genting Highlands Outside Of Kuala Lumpur, Selangor, Malaysia",11 Oct 1995,Linda Macaulay,3.3333,101.8333,Malaysia,False,ML73618,P1
87386481,tigshr1,Lanius tigrinus,チゴモズ,3.5,6,"Coney Island (Serangoon Island), Singapore, Singapore",25 Feb 2018,Angela Christine Chua,1.4096,103.9221,Singapore,False,ML87386481,P1
101657071,towshe2,Puffinus newelli,ハワイセグロミズナギドリ,2.0,7,"Pihea Trail--Kalalau Rim, Kauai, Hawaii, United States",18 May 2018,Tim Holland,22.1509,-159.6221,United States,False,ML101657071,P1
352722001,towshe2,Puffinus newelli,ハワイセグロミズナギドリ,2.6666666666666665,6,"Waimea Canyon Lookout, Kauai, Hawaii, United States",30 Jun 2021,James (Jim) Holmes,22.0714,-159.662,United States,False,ML352722001,P1
352724211,towshe2,Puffinus newelli,ハワイセグロミズナギドリ,2.142857142857143,7,"Waimea Canyon Lookout, Kauai, Hawaii, United States",30 Jun 2021,James (Jim) Holmes,22.0714,-159.662,United States,False,ML352724211,P1
352724641,towshe2,Puffinus newelli,ハワイセグロミズナギドリ,3.625,8,"Waimea Canyon Lookout, Kauai, Hawaii, United States",30 Jun 2021,James (Jim) Holmes,22.0714,-159.662,United States,False,ML352724641,P1
483979711,towshe2,Puffinus newelli,ハワイセグロミズナギドリ,2.75,4,"Midway Atoll--Residential area, Midway Islands, United States Minor Outlying Islands",10 Sep 2022,Jonathan Plissner,28.2145,-177.3764,United States Minor Outlying Islands,False,ML483979711,P1
483979721,towshe2,Puffinus newelli,ハワイセグロミズナギドリ,2.6666666666666665,3,"Midway Atoll--Residential area, Midway Islands, United States Minor Outlying Islands",10 Sep 2022,Jonathan Plissner,28.2145,-177.3764,United States Minor Outlying Islands,False,ML483979721,P1
569112751,towshe2,Puffinus newelli,ハワイセグロミズナギドリ,4.333333333333333,3,"Na Pali Coast State Park--Nualolo Kai, Kauai, Hawaii, United States",16 Aug 2002,Eric VanderWerf,22.1593,-159.6997,United States,False,ML569112751,P1
569112761,towshe2,Puffinus newelli,ハワイセグロミズナギドリ,3.0,3,"Na Pali Coast State Park--Nualolo Kai, Kauai, Hawaii, United States",16 Aug 2002,Eric VanderWerf,22.1593,-159.6997,United States,False,ML569112761,P1
625276157,towshe2,Puffinus newelli,ハワイセグロミズナギドリ,3.5,4,"Waimea Canyon Lookout, Kauai, Hawaii, United States",28 Aug 2024,Ethan Matsuyama,22.0714,-159.662,United States,False,ML625276157,P1
107151231,trimun,Lonchura malacca,ギンパラ,2.5,4,"Hampi ಹಂಪಿ, Ballari, Karnataka, India",11 Jul 2018,Ramit Singal,15.3364,76.4605,India,False,ML107151231,P1
107757211,trimun,Lonchura malacca,ギンパラ,3.5,6,"Hampi ಹಂಪಿ, Ballari, Karnataka, India",11 Jul 2018,Saurabh Sawant,15.3364,76.4605,India,False,ML107757211,P1
115921,trimun,Lonchura malacca,ギンパラ,3.3333333333333335,6,"Pulau Ubin Island, Singapore",19 Apr 2001,Linda Macaulay,0.0,0.0,Singapore,False,ML115921,P1
137605031,trimun,Lonchura malacca,ギンパラ,3.3333333333333335,6,"Unnamed Road, Loulsville, Corozal District, BZ (18.323, -88.513), Corozal, Belize",28 Jan 2019,Louis Peña,18.3226,-88.5127,Belize,False,ML137605031,P1
178991701,trimun,Lonchura malacca,ギンパラ,2.0,3,"Ottiyambakkam Big Lake (ஒட்டியம்பாக்கம் பெரிய ஏரி), Chengalpattu, Tamil Nadu, India",22 Sep 2019,Sreekumar Chirukandoth,12.8672,80.1781,India,False,ML178991701,P1
178991741,trimun,Lonchura malacca,ギンパラ,3.4,5,"Ottiyambakkam Big Lake (ஒட்டியம்பாக்கம் பெரிய ஏரி), Chengalpattu, Tamil Nadu, India",22 Sep 2019,Sreekumar Chirukandoth,12.8672,80.1781,India,False,ML178991741,P1
191034931,trimun,Lonchura malacca,ギンパラ,1.6666666666666667,3,"Louisville--dump site, Corozal, Belize",2 Dec 2019,Louis Peña,18.3196,-88.5203,Belize,False,ML191034931,P1
191035031,trimun,Lonchura malacca,ギンパラ,2.0,3,"Louisville--dump site, Corozal, Belize",2 Dec 2019,Louis Peña,18.3196,-88.5203,Belize,False,ML191035031,P1
191035161,trimun,Lonchura malacca,ギンパラ,2.0,3,"Louisville--dump site, Corozal, Belize",2 Dec 2019,Louis Peña,18.3196,-88.5203,Belize,False,ML191035161,P1
191035251,trimun,Lonchura malacca,ギンパラ,1.6666666666666667,3,"Louisville--dump site, Corozal, Belize",2 Dec 2019,Louis Peña,18.3196,-88.5203,Belize,False,ML191035251,P1
191035301,trimun,Lonchura malacca,ギンパラ,2.5,2,"Louisville--dump site, Corozal, Belize",2 Dec 2019,Louis Peña,18.3196,-88.5203,Belize,False,ML191035301,P1
191035601,trimun,Lonchura malacca,ギンパラ,1.5,2,"Louisville--dump site, Corozal, Belize",2 Dec 2019,Louis Peña,18.3196,-88.5203,Belize,False,ML191035601,P1
217453011,trimun,Lonchura malacca,ギンパラ,1.0,3,"Sodpur, Kolkata, West Bengal, IN (22.698, 88.427), North 24 Parganas, West Bengal, India",17 Sep 2019,Sandip Das,22.6977,88.4266,India,False,ML217453011,P1
226707361,trimun,Lonchura malacca,ギンパラ,1.6666666666666667,3,"Shamrao Nagar Ghuntewari, Sangli, Sangli, Maharashtra, India",7 Jul 2012,Sharad Apte,16.8322,74.5719,India,False,ML226707361,P1
226707911,trimun,Lonchura malacca,ギンパラ,1.5,2,"Shamrao Nagar Ghuntewari, Sangli, Sangli, Maharashtra, India",15 Nov 2009,Sharad Apte,16.8322,74.5719,India,False,ML226707911,P1
226708551,trimun,Lonchura malacca,ギンパラ,3.0,4,"Shamrao Nagar Ghuntewari, Sangli, Sangli, Maharashtra, India",10 Jun 2012,Sharad Apte,16.8322,74.5719,India,False,ML226708551,P1
246402361,trimun,Lonchura malacca,ギンパラ,2.3333333333333335,3,"Bharathapuzha Riverbed, Below Mayannur Bridge, Ottapalam, Kerala, IN (10.77, 76.383), Palakkad, Kerala, India",28 Jun 2020,Rajesh Radhakrishnan,10.7688,76.3854,India,False,ML246402361,P1
257110421,trimun,Lonchura malacca,ギンパラ,2.0,2,"Buckingham Canal, ECR to OMR Road (ISKCON), Chennai, Tamil Nadu, India",22 Aug 2020,Sreekumar Chirukandoth,12.9038,80.2403,India,False,ML257110421,P1
257110451,trimun,Lonchura malacca,ギンパラ,2.5,2,"Buckingham Canal, ECR to OMR Road (ISKCON), Chennai, Tamil Nadu, India",22 Aug 2020,Sreekumar Chirukandoth,12.9038,80.2403,India,False,ML257110451,P1
267469351,trimun,Lonchura malacca,ギンパラ,1.5,2,"Ottiyambakkam Big Lake (ஒட்டியம்பாக்கம் பெரிய ஏரி), Chengalpattu, Tamil Nadu, India",2 Oct 2020,Sreekumar Chirukandoth,12.8672,80.1781,India,False,ML267469351,P1
267469361,trimun,Lonchura malacca,ギンパラ,3.3333333333333335,3,"Ottiyambakkam Big Lake (ஒட்டியம்பாக்கம் பெரிய ஏரி), Chengalpattu, Tamil Nadu, India",2 Oct 2020,Sreekumar Chirukandoth,12.8672,80.1781,India,False,ML267469361,P1
271445011,trimun,Lonchura malacca,ギンパラ,2.5,2,"Unnamed Road, Pazhayangadi, Kerala, IN (12.035, 75.259), Kannur, Kerala, India",4 Sep 2020,Sathyan Meppayur,12.0346,75.2586,India,False,ML271445011,P1
274433441,trimun,Lonchura malacca,ギンパラ,3.5,4,"Complejo Lagunar - Llano del Combeima, Tolima, Colombia",23 Oct 2020,YAIR GUILLERMO MOLINA MARTINEZ,4.3492,-75.1772,Colombia,False,ML274433441,P1
290836761,trimun,Lonchura malacca,ギンパラ,2.3333333333333335,3,"Rajeev Nagar 3rd Stage, Mysore, Mysuru, Karnataka, India",25 Dec 2020,Daniel Steff,12.3471,76.6771,India,False,ML290836761,P1
30028521,trimun,Lonchura malacca,ギンパラ,2.8,5,"Boca del cerro, Tenosique, Tabasco, Tenosique, Tabasco, Mexico",9 Jun 2016,Uriel Mtnez,17.4443,-91.4898,Mexico,False,ML30028521,P1
319959951,trimun,Lonchura malacca,ギンパラ,3.6666666666666665,3,"Akkulam Lake, Thiruvananthapuram, Kerala, India",26 Mar 2021,NIRMAL GEORGE,8.522,76.9,India,False,ML319959951,P1
319959981,trimun,Lonchura malacca,ギンパラ,2.6666666666666665,3,"Akkulam Lake, Thiruvananthapuram, Kerala, India",26 Mar 2021,NIRMAL GEORGE,8.522,76.9,India,False,ML319959981,P1
321941241,trimun,Lonchura malacca,ギンパラ,4.0,3,"Humedal--sendero a Río Polochic., Alta Verapaz, Guatemala",4 Feb 2021,Rudy Botzoc @ChileroBirdingGuatemala,15.3408,-89.7196,Guatemala,False,ML321941241,P1
33071,trimun,Lonchura malacca,ギンパラ,2.0,4,"75.0 km SE of Palu; Kamarora village on road to Napu; NP Lore Lindu, Sulawesi Tengah, Sulawesi, Indonesia",26 Aug 1984,Arnoud B. van den Berg,0.0,0.0,Indonesia,False,ML33071,P1
349801861,trimun,Lonchura malacca,ギンパラ,2.6666666666666665,3,"Kattampally, Kannur, Kerala, India",22 Jun 2021,Afsar Nayakkan,11.9341,75.3816,India,False,ML349801861,P1
349801871,trimun,Lonchura malacca,ギンパラ,3.3333333333333335,3,"Kattampally, Kannur, Kerala, India",22 Jun 2021,Afsar Nayakkan,11.9341,75.3816,India,False,ML349801871,P1
353691301,trimun,Lonchura malacca,ギンパラ,4.0,3,"Kattampally, Kannur, Kerala, India",11 Jul 2021,Afsar Nayakkan,11.9341,75.3816,India,False,ML353691301,P1
356478101,trimun,Lonchura malacca,ギンパラ,3.0,2,"Ottiyambakkam Big Lake (ஒட்டியம்பாக்கம் பெரிய ஏரி), Chengalpattu, Tamil Nadu, India",24 Jul 2021,Sreekumar Chirukandoth,12.8672,80.1781,India,False,ML356478101,P1
358202411,trimun,Lonchura malacca,ギンパラ,2.5,2,"Sonalur Lake, Ottiambakkam, Tamil Nadu, IN (12.829, 80.178), Chengalpattu, Tamil Nadu, India",1 Aug 2021,Sreekumar Chirukandoth,12.8289,80.1781,India,False,ML358202411,P1
358202431,trimun,Lonchura malacca,ギンパラ,2.5,2,"Sonalur Lake, Ottiambakkam, Tamil Nadu, IN (12.829, 80.178), Chengalpattu, Tamil Nadu, India",1 Aug 2021,Sreekumar Chirukandoth,12.8289,80.1781,India,False,ML358202431,P1
358885151,trimun,Lonchura malacca,ギンパラ,2.5,2,"Sundarpada, Khordha, Odisha, India",2 Aug 2021,Ajay Sarvagnam,20.202,85.7957,India,False,ML358885151,P1
358885161,trimun,Lonchura malacca,ギンパラ,2.6666666666666665,3,"Sundarpada, Khordha, Odisha, India",2 Aug 2021,Ajay Sarvagnam,20.202,85.7957,India,False,ML358885161,P1
358885171,trimun,Lonchura malacca,ギンパラ,2.5,2,"Sundarpada, Khordha, Odisha, India",2 Aug 2021,Ajay Sarvagnam,20.202,85.7957,India,False,ML358885171,P1
358885181,trimun,Lonchura malacca,ギンパラ,3.0,3,"Sundarpada, Khordha, Odisha, India",2 Aug 2021,Ajay Sarvagnam,20.202,85.7957,India,False,ML358885181,P1
358885191,trimun,Lonchura malacca,ギンパラ,3.5,2,"Sundarpada, Khordha, Odisha, India",2 Aug 2021,Ajay Sarvagnam,20.202,85.7957,India,False,ML358885191,P1
358885201,trimun,Lonchura malacca,ギンパラ,2.0,2,"Sundarpada, Khordha, Odisha, India",2 Aug 2021,Ajay Sarvagnam,20.202,85.7957,India,False,ML358885201,P1
358885211,trimun,Lonchura malacca,ギンパラ,1.5,2,"Sundarpada, Khordha, Odisha, India",2 Aug 2021,Ajay Sarvagnam,20.202,85.7957,India,False,ML358885211,P1
358885221,trimun,Lonchura malacca,ギンパラ,3.3333333333333335,3,"Sundarpada, Khordha, Odisha, India",2 Aug 2021,Ajay Sarvagnam,20.202,85.7957,India,False,ML358885221,P1
367102051,trimun,Lonchura malacca,ギンパラ,4.0,3,"Kottayam--Erayilkadavu Bypass RD, Kottayam, Kerala, India",22 Aug 2021,Balagopal VK,9.5729,76.524,India,False,ML367102051,P1
367102091,trimun,Lonchura malacca,ギンパラ,3.0,3,"Kottayam--Erayilkadavu Bypass RD, Kottayam, Kerala, India",22 Aug 2021,Balagopal VK,9.5729,76.524,India,False,ML367102091,P1
370810231,trimun,Lonchura malacca,ギンパラ,2.5,2,"Vadakarapalli. Pond, Polpully, Kerala, IN (10.709, 76.716), Palakkad, Kerala, India",19 Sep 2021,Novelkumar M S,10.709,76.7162,India,False,ML370810231,P1
382530631,trimun,Lonchura malacca,ギンパラ,4.0,3,"Kattampally, Kannur, Kerala, India",14 Oct 2021,Afsar Nayakkan,11.9341,75.3816,India,False,ML382530631,P1
384687471,trimun,Lonchura malacca,ギンパラ,3.0,3,"Bianca Farm, Corozal District, BZ (18.316, -88.514), Corozal, Belize",2 Nov 2021,Jorge  Pena,18.3157,-88.5144,Belize,False,ML384687471,P1
391317351,trimun,Lonchura malacca,ギンパラ,3.0,2,"Bharathapuzha, Velliyankallu, Thrithala, Palakkad, Kerala, India",13 Nov 2021,shino jacob koottanad,10.8073,76.1177,India,False,ML391317351,P1
404228581,trimun,Lonchura malacca,ギンパラ,3.0,2,"Lagunas de CAHSA, Cortés, Honduras",9 Jan 2022,Francisco Dubón,15.4113,-87.9901,Honduras,False,ML404228581,P1
404974091,trimun,Lonchura malacca,ギンパラ,1.5,2,"Belle Glade Marina & Torry Island, Palm Beach, Florida, United States",10 Jan 2022,Clay Bliznick,26.7064,-80.7169,United States,False,ML404974091,P1
431144971,trimun,Lonchura malacca,ギンパラ,4.0,2,"Unnamed Road, Pandad, Gujarat, IN (22.376, 72.441), Anand, Gujarat, India",19 Mar 2022,Vishal Mistry,22.3763,72.4413,India,False,ML431144971,P1
455120111,trimun,Lonchura malacca,ギンパラ,1.5,2,"Áreas Agrícolas Y De Potreros, San Valentín, San Francisco, Petén, GT (16.618, -89.918), Petén, Guatemala",4 May 2022,Nery Monroy,16.6185,-89.9177,Guatemala,False,ML455120111,P1
471153331,trimun,Lonchura malacca,ギンパラ,3.0,2,"Sundarpada, Khordha, Odisha, India",22 Jul 2022,Ajay Sarvagnam,20.202,85.7957,India,False,ML471153331,P1
471720681,trimun,Lonchura malacca,ギンパラ,3.5,2,"Sundarpada, Khordha, Odisha, India",27 Jul 2022,Ajay Sarvagnam,20.202,85.7957,India,False,ML471720681,P1
481349291,trimun,Lonchura malacca,ギンパラ,1.0,2,"Sundarpada, Khordha, Odisha, India",3 Sep 2022,Ajay Sarvagnam,20.202,85.7957,India,False,ML481349291,P1
481349301,trimun,Lonchura malacca,ギンパラ,1.0,2,"Sundarpada, Khordha, Odisha, India",3 Sep 2022,Ajay Sarvagnam,20.202,85.7957,India,False,ML481349301,P1
481349311,trimun,Lonchura malacca,ギンパラ,1.5,2,"Sundarpada, Khordha, Odisha, India",3 Sep 2022,Ajay Sarvagnam,20.202,85.7957,India,False,ML481349311,P1
481349321,trimun,Lonchura malacca,ギンパラ,1.0,2,"Sundarpada, Khordha, Odisha, India",3 Sep 2022,Ajay Sarvagnam,20.202,85.7957,India,False,ML481349321,P1
481349331,trimun,Lonchura malacca,ギンパラ,3.0,2,"Sundarpada, Khordha, Odisha, India",3 Sep 2022,Ajay Sarvagnam,20.202,85.7957,India,False,ML481349331,P1
481349341,trimun,Lonchura malacca,ギンパラ,2.0,2,"Sundarpada, Khordha, Odisha, India",3 Sep 2022,Ajay Sarvagnam,20.202,85.7957,India,False,ML481349341,P1
481349351,trimun,Lonchura malacca,ギンパラ,3.0,2,"Sundarpada, Khordha, Odisha, India",3 Sep 2022,Ajay Sarvagnam,20.202,85.7957,India,False,ML481349351,P1
482901451,trimun,Lonchura malacca,ギンパラ,2.5,2,"Áreas Agrícolas Y De Potreros, San Valentín, San Francisco, Petén, GTM (16.618, -89.916), Petén, Guatemala",14 Aug 2022,Nery Monroy,16.6185,-89.9156,Guatemala,False,ML482901451,P1
485584701,trimun,Lonchura malacca,ギンパラ,1.5,2,"Muthanallur Kere, Bengaluru Urban, Karnataka, India",26 Aug 2022,Sudip Simha,12.8198,77.7267,India,False,ML485584701,P1
488961631,trimun,Lonchura malacca,ギンパラ,2.0,2,"Halisahar Railway Yard, North 24 Parganas, West Bengal, India",25 Sep 2022,Sandeep Biswas,22.9198,88.4264,India,False,ML488961631,P1
490236951,trimun,Lonchura malacca,ギンパラ,1.5,2,"Kapileshwar Wetlands, Khordha, Odisha, India",30 Sep 2022,Ajay Sarvagnam,20.2051,85.8122,India,False,ML490236951,P1
493941071,trimun,Lonchura malacca,ギンパラ,4.5,2,"Muthanallur Kere, Bengaluru Urban, Karnataka, India",15 Oct 2022,Sudip Simha,12.8198,77.7267,India,False,ML493941071,P1
500096631,trimun,Lonchura malacca,ギンパラ,2.6666666666666665,3,"Kattampally, Kannur, Kerala, India",9 Oct 2022,Afsar Nayakkan,11.9341,75.3816,India,False,ML500096631,P1
502252871,trimun,Lonchura malacca,ギンパラ,2.6666666666666665,3,"Sundarpada, Khordha, Odisha, India",28 Oct 2022,Ajay Sarvagnam,20.202,85.7957,India,False,ML502252871,P1
505094571,trimun,Lonchura malacca,ギンパラ,3.0,4,"Sundarpada, Khordha, Odisha, India",7 Nov 2022,Ajay Sarvagnam,20.202,85.7957,India,False,ML505094571,P1
515199341,trimun,Lonchura malacca,ギンパラ,2.0,3,"Limbasi-Vastana Rd, Kheda, Gujarat, India",21 Dec 2022,Vishal Mistry,22.597,72.586,India,False,ML515199341,P1
520533921,trimun,Lonchura malacca,ギンパラ,4.333333333333333,3,"Rouha Beel - (Sherpur), Dhaka bibhag, Bangladesh",4 Jan 2023,Syed Shahnoor Inam,25.0007,90.0372,Bangladesh,False,ML520533921,P1
520533931,trimun,Lonchura malacca,ギンパラ,3.3333333333333335,3,"Rouha Beel - (Sherpur), Dhaka bibhag, Bangladesh",4 Jan 2023,Syed Shahnoor Inam,25.0007,90.0372,Bangladesh,False,ML520533931,P1
521359401,trimun,Lonchura malacca,ギンパラ,3.6666666666666665,3,"Putheri Lake, Kanniyakumari, Tamil Nadu, India",7 Jan 2023,Anand Birdlife,8.2072,77.4318,India,False,ML521359401,P1
542604691,trimun,Lonchura malacca,ギンパラ,3.0,3,"Naupala, Behind Roop River Resort, West Bengal, IN (22.436, 87.894), Howrah, West Bengal, India",7 Jan 2023,Sandip Das,22.4365,87.8941,India,False,ML542604691,P1
542604701,trimun,Lonchura malacca,ギンパラ,4.0,3,"Naupala, Behind Roop River Resort, West Bengal, IN (22.436, 87.894), Howrah, West Bengal, India",7 Jan 2023,Sandip Das,22.4365,87.8941,India,False,ML542604701,P1
542604711,trimun,Lonchura malacca,ギンパラ,3.3333333333333335,3,"Naupala, Behind Roop River Resort, West Bengal, IN (22.436, 87.894), Howrah, West Bengal, India",7 Jan 2023,Sandip Das,22.4365,87.8941,India,False,ML542604711,P1
5461,trimun,Lonchura malacca,ギンパラ,2.0,4,"ANDERSEN SOUTH, Guam",6 Aug 1978,Doug Pratt,0.0,0.0,Guam,False,ML5461,P1
5463,trimun,Lonchura malacca,ギンパラ,1.0,4,"ANDERSEN SOUTH, Guam",6 Aug 1978,Doug Pratt,0.0,0.0,Guam,False,ML5463,P1
5586,trimun,Lonchura malacca,ギンパラ,1.4,5,"Guam; NORTHERN PART OF ISLAND, Guam",13 Jun 1976,Doug Pratt,0.0,0.0,Guam,False,ML5586,P1
586192011,trimun,Lonchura malacca,ギンパラ,3.0,3,"Byatarayana Doddi Kere, Bengaluru Urban, Karnataka, India",18 Jun 2023,Santhi  K,12.8177,77.5501,India,False,ML586192011,P1
596290771,trimun,Lonchura malacca,ギンパラ,2.3333333333333335,3,"Halalu ಹಲಾಳು, Mysuru, Karnataka, India",21 Jul 2023,Sahana M,12.2411,76.6004,India,False,ML596290771,P1
606484111,trimun,Lonchura malacca,ギンパラ,2.5,2,"Sundarpada, Khordha, Odisha, India",19 Aug 2023,Ajay Sarvagnam,20.202,85.7957,India,False,ML606484111,P1
606484141,trimun,Lonchura malacca,ギンパラ,3.0,1,"Sundarpada, Khordha, Odisha, India",19 Aug 2023,Ajay Sarvagnam,20.202,85.7957,India,False,ML606484141,P1
606484341,trimun,Lonchura malacca,ギンパラ,3.0,2,"Sundarpada, Khordha, Odisha, India",19 Aug 2023,Ajay Sarvagnam,20.202,85.7957,India,False,ML606484341,P1
606484491,trimun,Lonchura malacca,ギンパラ,5.0,2,"Sundarpada, Khordha, Odisha, India",19 Aug 2023,Ajay Sarvagnam,20.202,85.7957,India,False,ML606484491,P1
606484611,trimun,Lonchura malacca,ギンパラ,3.0,2,"Sundarpada, Khordha, Odisha, India",19 Aug 2023,Ajay Sarvagnam,20.202,85.7957,India,False,ML606484611,P1
606484661,trimun,Lonchura malacca,ギンパラ,3.6666666666666665,3,"Sundarpada, Khordha, Odisha, India",19 Aug 2023,Ajay Sarvagnam,20.202,85.7957,India,False,ML606484661,P1
606484691,trimun,Lonchura malacca,ギンパラ,3.0,2,"Sundarpada, Khordha, Odisha, India",19 Aug 2023,Ajay Sarvagnam,20.202,85.7957,India,False,ML606484691,P1
609067267,trimun,Lonchura malacca,ギンパラ,3.0,1,"Hakaluki Haor, Sylhet bibhag, Bangladesh",25 Mar 2010,Monirul Khan,24.636,92.0642,Bangladesh,False,ML609067267,P1
609067268,trimun,Lonchura malacca,ギンパラ,4.0,2,"Padma River, Munshiganj, Dhaka bibhag, Bangladesh",4 Dec 2010,Monirul Khan,23.43,90.24,Bangladesh,False,ML609067268,P1
609067898,trimun,Lonchura malacca,ギンパラ,3.0,1,"Uda Walawe NP, Thanamalvila, Monaragala, Sri Lanka",29 Nov 2003,Deepal Warakagoda,6.4891,80.8658,Sri Lanka,False,ML609067898,P1
